text,binary_label
"свой альфред хичкок : ' фильм бомба взрываться разочаровывать зритель ',  противник насилие кинофильм вызывать негодование старый американский сюжет 90 дешевый боевик бомба доля секунда обезвреживаться мир густо населенный здание спасать единственный оригинальность фильм добавлять действие происходить столица румыния москва киев бухарест придача момент диктовать политический обстановка байка страшный злобный сербский террорист 1990 америка пассивно вскоре активно взяться свержение неугодный политик милошевич помогать враг кинематографист идти встреча власть сша единственный фильм сербский террорист ),  делать подобный род пропаганда итого очередной дешевый боевик лже оригинальный сюжет",negative
пожалуй самый впечатляющий фильм детство уточнять родитель посещать 15 сеанс город прокат кочевать видимо пленка завозить город пересматривать буквально месяц фильм редкий приходиться выписывать почта сайт сразу поток впечатление детский воспоминание захлестнуть голова честно пересматривать выдаваться ожидание момент большой надежда образ впечатление освежаться дополняться происходить обратный ... мгновенно вскрываться множество недочет несоответствие итог тяжело называть научный фантастика фильм скоро сказка космос сюжет хромать множество натяжка похоже сценарист решать ирония ключевой слово сюжет невероятный комбэк небытие главный герой вызывать окончательный отторжение классика завораживать сей сравнивать фильм эпоха неволя разрушаться детский впечатление,negative
"фильм называть классика достаточно молодой случайный разговор случайный знакомство решать посмотреть считаться классика фантастика приговор порождение эпоха всеобщий политкорректность толлерантность смысл призывать призывать проблема подымать фильм подымать показывать вполне земной реалия большой опасность обвинять нетолерантность неполиткорректность вытекать американский режиссер последствие профессия негр мексиканец еврей коммунист фашист япошка проч претендент роль драка называться негр мексиканец еврей японец ругаться начало фильм выглядеть нелюди коммунист фашист ругать свой конец фильм нелюди выглядеть человечный уходить создатель фильм некий далекий космос война где-то окраина вселенная некий дракон ',  самый начало человекообразный настоящий инопланетянин воевать где-то предел солнечный система общий проявлять человечность рисковать общий происходить человечность инопланетянин приходить земля угрожать человеческий род американский режиссер показывать фантастический фильм  - ' звездный десант земля атаковать тараконоподобный монстр общение инопланетянин ... мечта мечта ... кто-то понимать жить планета мечтать понимать существо мир фильм главный персонаж налаживать контакт неземной существо кое-кто помимо научаться понимать использовать пристижный работа некий нездоровый условие труд некий шахта дракончик ... использовать дракончик лошадушек собачка корова поросенок ... договариваться",negative
встречаться черный преступник белый полицейский начинать раследовать преступление причем копа неряшливый одевать грязный порывать одежда преступник носить смокинг опрятный опрятно речь ругательство ничто знать пожалуй единственный плюс картина дебютный роль эдди мерфи вызывать улыбка большинство шутка ничто интересный похвастаться безрыбье говориться рак рыба улыбка ткже вызывать парочка удачный сцена соответственно остальное являться большой минус алогичность ужасно глупый сцена перестрелка шаблонный ситуация сентиментальный конец сцена погоня помогать отвлекаться отброс кинематография,negative
"гарри уолтер актер исполнять вдвоем сцена музыкальный номер приходиться поехать нью-йорк сталкиваться коварный грабитель банк активный феминистка настоящий преступление возможно выглядеть бумага сценарий фильм уверенный успех афера майкл кейн джеймс каан недолго размышлять принятие решение работа авантюрный мюзикл интересно развитие карьера фильм удаваться прежде касаться постановка отсутствовать крупный план кино поставлять расчет участие звезда ),  музыкальный номер представляться скомкивать короткий достаточно слабо проводить кастинг актер друг друг сочетаться феминистка дайан китон поверять дуэт каан гоулда вызывать большой сомнение гоулда теряться минута 20 й кейн прекрасный форма гармонировать каан скоро существовать экран обособленный друг друг сюжетный линия дорабатывать характер персонаж непросто раскрывать отсутствовать гарри уолтер помимо певец практически ничто известно окончание фильм самый заслуженно незамеченный фильм 70 х ничто удивительный фильм проваливаться прокат послужить существенный тормоз карьера кейн каан конец 70 х начало 80 х",negative
брат полиша снимать весьма нестандартный кино нортфоркнуть ' -  стопроцентный некоммерческий авторский произведение фильм предназначать большой аудитория нортфорк ' -  история последний небольшой городок решение власть принимать затапливать мрачноватый пустынный пейзаж город казаться мираж ничто оставаться следить житель городок задаваться вопрос город житель городок похожий призрак думать конец фильм режиссер сделать намек картина становиться настоящий шедевр ничто происходить режиссер ограничиваться простой линейный фреска зарисовка рассказывать житель умирающий городок думать режиссер поставлять цель восстанавливать атмосфера 50 х взгляд получаться мрачный история происходить любой временной период причем мрачность идти прежде пейзаж фильм подбирать весьма сильный команда актер ника нолть кайло маклахлан запоминаться джеймс вудс правда говорить особый игра замечать собираться профессионал высокий уровень сделать фестивальный кино ... интересный задумка весьма посредственный воплощение уверенный сценарий смотреться американский антипод ким ки дук поэтому фильм привлекать хороший актер итог фильм хватать изюминка прежде изюминка сюжетный режиссер создавать весьма неплохой визуальный форма ... решать ограничиваться получаться слабый фестивальный кино,negative
прежде красный цвет рецензия связанный видеть часть скучно невпечатляющий игра актер примитивный линия а-ля кто-то паиметь отомщать справедливость восторжествовать интересно посмотреть прогресс часть сравнение касаться технический сторона оставаться прежде финансовый гигант гекко думать нажива собственный прибыль дело уничтожать волновать выживать бравый парень бадя факт становиться будущее гекко вдвойне факт 1987 картина снимать неплохо 2012 смотреть тяжеловато,negative
"крошка сын отец приходить спрашивать кроха плохо оказываться детишки объяснять советский азбучный истина оказываться америка взрослый дяденька обожать назидательный проповедь облекать форма фильм кинотусовка радостно тиражировать поделка качество шедевр зритель ребенок идиот оливер стоун дуть величина единственный достойный фильм  - ' взвод вероятно фильм случаться причина автобиографичность сценарий конан варвара дракон ' -  свой место левацкий сальвадор ',  скандальный поиск фидель говорить четкий левый ориентация стоун зарывать причина популярность тусовка хвалебный слово произносить повод дуглас фильм говорить оскар взгляд переигрывать причем весьма весьма безусловно часть вина лежать сценарист режиссер оливер стоун лицо ) -  перегружать хороший актер монолог играть шаг останавливать заставлять произносить манифест манифестировать дьявол бред напоминать дьявол комиссар советский агитка называться фильм взять дуглас уолл стрит помещать совдеповский агитка роль отрицательный герой вписываться 100 очередной говорить интернационализм серость бездарность мартин шина блаародный отец род совдепия популярный международный штамп советский кино отец пачка демонстрироваться учить сбиваться коммунистический путь истинный сын путь коммунистический капиталистический существенно штамп кич фильм разглядеть кич видеть штамп сочувствовать личный проблема ребята ... назидательность морализаторство прямолинейность нравоучительство признак режиссерский беспомощность смотреть есортный кино кто-то интересно детишки го класс предмет воспитание мораль нравственность бояться классник начинать иронически хмыкать откровенно ржать терзать смутный сомнение ...",negative
рисковать вызывать огонь вышестоящий поклонник оливер стоун фильм уолл стрит слово фуфло отдельно товарищ написать фильм преподавать бизнес школа являться руководство бизнес преподавать являться бизнесмен вызывать издевательский ухмылка тупенький морализаторский сказочка тема коварный злобный уолл стрит майкл дуглас гордон гекко элементарно переигрывать надрыв навал актерский серьезный работа являться правда везти согласно сценарист режиссер дуглас играть символ пустой бумажный вырезка надпись бессовестный акула бизнес чарли шина сценарий достаточно простой читаемый схема крайний мера герой выбор сценарный пространство чарли ужасающий впечатление тупой прямолинейность дуглас что-то картонный фигурка оливер стоун шедевр снижать категория существовать кино прямолинейный морализаторский плоский постный напористо энергично доказывать внушать экран волга впадать каспийский море казаться кто-то двое дебил либо сила грубый дефект образование сей факт овладевать либо режиссер пытаться вдалбливать голова сей примитив воспринимать полный идиот тупица считать оливер стоун мировой величина ' -  полный идиот дегенерат просить требовать разжевывать умственный жвачка самый простой назидательный форма обязательно видно белый черный истина общеизвестный бесспорный истина !!! ... крупный шрифт,negative
начинаться  –  собираться совершенно смотреть начинать заинтересовываться … выключать середина надеяться последний что-нибудь оригинальный неожиданный концовка увидеть нудный болтовня бесконечный выяснение отношение мораль эстетика худой конец маломальский интрига ничто усталый потертый х форд отнюдь красавица новый знакомая безликий серый сюжет тянуться ощущение нескончаемый тяжко вообще трогать параллельный линия внутренний расследование  –   –  поди разбирать понимать статус  –  ясный  –  вопрос публичность сокрытие нежелательный информация посторонний глаз ухо  –  допускать герой бог вполне хватить знание полицейский глаз разводить понимать бодяга настолько плоский примитивно обсуждать честно хотеться путь опознание какой-нибудь мотель завертывать дело свой неотложный предаваться  –  тянуть подумать что-то изменяться поездка вопрос разговор бесконечный  –  смысл добавлять грош экранный занимать  –  здоровый поневоле притомляться следить словоблудие финал  –  название стоить огород городить говориться черт побрать хотеться кто-нибудь сопричастный творение спрашивать снимать показывать вообще кино уверенный правда услышать внятный ответ ладно конец конец полагать последний бездарно потратить час везти завлекать грамотно завязка придумывать неплохой  –  факт развивать успех получаться специально правда особо легко бог дело посмотреть оценивать,negative
"окраина утренний сон юношеский фантазия чей-то больной голова встречаться четверо тарантиновский джанго комиксный джон белесый тонто бравый рой посмертный похождение изображать швентка свой  « патруль » жара царить страшный самый меткий шутка бить цель увязать раскаленный воздух завидеть тонуть марево горный хребет герой пришпоривать конь надеяться встречать прохлада стоить четверка подъезжать ущелие тень большой валун словно рождаться темный черный фигура заковылять навстречу негр медленно приближаться покачиваться сторона сторона одежда составлять слой грязь въедаться исхудалый тело морилка старый челн прочь прочь проклятый земля  —  взывать натурист размахивать рука место  —  осведомляться тонто  —  робкий десяток  —  незнакомец останавливаться глаз наполняться нескрываемый ужас  —  ущелие обитать дух плохой кино вселяться наполнять душа смрад свой несовершенство ум свой глупость сердце заставлять терять вкус нормальный фильм когда-то снимать  « дикий дикий запад »,  дух терзать случайный гость ущелие слышать голос нашептывать сценарий гора  —  картина целый шестеро писать дьявол цифра равный редко встречать подобный бред … погодить дружище , —  вмешиваться рой  —  где-то видеть отношение данный картина молчать старый брюзга , —  отзываться джанго  —  думать черный виноватый мировой грех поговорить кольт незнакомец слушать никто продолжать история простой двое непохожий друг друг раса характер законник вестерн  —  вынуждать работать команда поймать ползлодей метафора ),  грозить свергать президент разъединять штат америка держава экран разворачиваться неадекватный безобразие гигантский металлический паук плеваться огонь прятаться картина словно завсегдатай магический школа детектив смотреть  « видеозапись »,  проецировать картинка глаз отрубать голова элементарный физика представлять внебрачный сын азиатский эпика глупый комедия поэтому герой летать воздух видеть очевидный событие нос списывать жанр фантастика сюжет норовить скатиться несмешной фарс  —  грубый поделка отсутствие создатель вкус объяснять … хороший объяснять голый  —  вновь ехидно поинтересоваться рой  —  дело вкус часть персональный проклятие , —  незнакомец печально вздыхать  —  признаваться главный герой  « дикий запад »  вест сюжет случаться фильм свой шоколадка болтать штаны прыгать картина подобный момент мыслимый думать фрейд заинтересованный исследование глубинный мотив режиссер зоннефельд возможно постановщик иной создатель проблема фронт переходить экран вид всевозможный переодевание шутка голубизна черно-белый парочка незадействованный bdsm  —  комната задействовать прореха пижама сальма хайек злодейский изобретение недвусмысленный щеголять свой фаллический форма говорить костюм массовка заставлять вспомнить ассортимент секс шоп наркотический греза лебовский брат коэн рой решать прекращать исповедь обращаться джон молчать хекс поделиться мнение судить плохой фильм , —  печально отзываться вест метнуться джон буквально вцепляться конь понимать чужой страдание демон играть разум бушевать поток сухой ветвь ночь сниться кошмар начинать кевин клайн переодевать уродливый танцовщица заканчивать тэд левайный изображать генерал гноиться граммофон вместо ухо представлять кеннет брэнна играть вместе половина тело исчезать половина талант хекс пытаться что-то вставлять отъезжать вест крепко ухватываться седло актер впитывать атмосфера гнилой клоунада видимо условие автопилот давать сбой превращать лицедейство кривляние утро вскакивать холодный пот понимать твердить какой-то невнятный слово песнь титр смит получать малина жить покончить давать пистолет мистер хекс  « дикий запад »  светлый сторона недостаток поодиночке выступать достоинство конец конец оригинально смешать вестерн фантастика отсутствие мера налет дурной вкус пополам атмосфера глупый балаган отравлять проект целое неуважение зритель  —  снимать просить давать пистолет покидать ущелие проходить молчать джон все-таки доставать оружие протягивать вест принимать королевский дар последний благословение заковылять вглубь ущелие четверка направляться сторона вскоре тишина разрывать выстрел отправляться гулять меж скала последний канонада почивший персонаж тонто выдерживать подобный цирк стоить относиться терпимо - « одинокий рейнджер »  цирк  —  мрачно отзываться рой  —  дурдом круг осенний циркуляционный турнир",negative
"вообще-то понятие  « черный легенда »  традиционно относиться трехвековой оплевание испания протестант  « дикий дикий вест »  встречаться легенда дважды черный призванный лишний  –  обливать помои конфедеративный штат америка б возвышать афроамериканец казаться  –  южанин конфедерат фильм изображать отвратно максимум  –  неопрятный грязный выродок реднек  « белый рвань »,  мятый измазывать черт конфедератский форма торжественный прием участие иностранный посол южный генерал  « живодер »  макгра  –  вылитый бомжар подбирать униформа помойка вместо ухо стимпанковый гаджет течь гной сера генерал требовать бордель цыпочка молодой  « любить кнут плеть »,  выбирать кобениться походя стрелять кто-то живот нога путаться духовный лидер технический гений южанин доктор лавлесс тип  « нелюбящий »,   « нелюбимый »,  слух  « беззаконный ») –  обрубок паровой каталка вместо нога непомерный амбиция вместо иной утрачивать деталь макгра ум простенький кнут плеть ностальгия рабовладение ),  продвинутый лавлесс особняк целый bdsm кабинет клетка рост прочий инвентарь глядеть племя молодой безмозглый  –  рабовладелец гоголь : « ось бачь як кака намалевывать »  тип наглядный живой картинка учебник история сша … шутка гигантский паровой паук изображать  –  взаправду девица бегать фильм чулок корсет отстегивать клапан точка  –  мыслимый пристойный xix век шоу вроде бурлеск так-то более-менее правдоподобный  « уносить ветер »  подлинный южный леди джентльмен жесткий  « рождение нация »)  мало-помалу покрываться патина забвение взамен приходить намалевывать кака поколение y воспринимать реальность исторический книжка читать напрягацца букаф легко  –  экран шевелиться объяснять  –  арлисса лавлесс кеннет брать изобретать паровой бронетанк гражданский война конец близиться успевать испытывать чернокожий население некий поселение нью либерти расстреливать картечница гатлинг … догадываться  –  старик женщина ребенок как-то сваливать злодеяние генерал макгра тед ливайн ),  преследовать убивать черный мститель капитан вест уилл смит суд дело лавлесс где-то отрывать полтелый становиться злой гений создавать механический бронепаук высота водокачка заодно разрабатывать концепция карательный транспондер видимо докапываться архив лавлесс демократически внедрять нано версия правительство сша традиция вроде ракета фон браун враг плохо хороший фильм представлять извилистый погоня капитан вест маршал гордон кевин клайн прыткий безногий лавлесс успевать свой единственный танко паук разрушать священный сша ибо лавлесс вознамериваться восстанавливать статус-кво луизиана вернуть франция флорида  –  испания восток  –  англия юг  –  мексика образ купить лояльность держава отношение свой затея закреплять убогий северо-запад бывший штат очевидно мысль возвращение земля законный владелец являться ночной кошмар тереть американец вор бояться  –  прийти отнимать законно уворовывать ?.. правда купить 1867 ом аляска геополитический план лавлесс отсутствовать  –  наверно умолчание оставлять плацдарм отступление помимо натужно дутый псевдоисторический концепт фильм присутствовать атмосфера скабрезный кафешантан вкрапление негрский юморок  « взрослый »  душок фетишизм куча монохромный флаг конфедерация черный паук посередине заклеймить старый юг окончательно окупаться сей творение ?.. еле-еле называться  –  затрата кое-как вернуть получать куча  « золотой малина » –  гордиться б добавлять премия  « развесистый клюква »  номинация  « история всмятку » слово недавний плевок 2010 конфедерат xix век  – « джон хекс », –  вовсе треск проваливаться думать барри зонненфельд снимать  « дикий дикий вест »  вовсе прибыль имхо мотив близкий принцип фаллически обривать бондарчук высокопревосходительство никитка процентщик очередной провал гордо заявлять : « снимать ради деньги » « деньги значение » … зонненфельд снимать результат плохо заказчик ничуть смущать результат нужный давать деньги приговаривать : « снимать барри снимать милый тратить бабло счет вред »  спрашиваться  –  кино смотреть намеренно вред сниматься ?.. вопрос прокачиваться горький карикатурный негатив отношение конфедерация являться скоро риторический ясный переписывать история подлинник аляповатый пошлый комикс знать оккупационный режим реконструкция юг армия конфедерация доброволец служить 100.000 чернокожий  –  вольный бывший раб честно сражаться умирать родной диксиленд гроб черный ветеран армия конфедерация идти белый полковник север сон бывать лидер ку-клукс-клан генерал форрест называть свой личный отряд черный кавалерист самый верный храбрый солдат свет … фильм афроамериканец из-за сыр-бор затевать знаковый капитан вест случайный любовница мулатка начало фильм плескаться шумно причмок целоваться  –   –  портрет целый субэтнос ?.. немудрено фильм отвертываться белый черный место обижаться резюме смотреть зря потратить мозг запачкать навязнуть грязь спецэффект",negative
"категорически понравиться фильм смотря участие любимый голливудский звезда леонардо дикаприо импонировать ранний работа талант утопать неадекватность царить протяжение просмотр подобный вытворять пьеса шекспир преступно снимать тип любопытно новаторский балаганно смехатворный преподносить бессмысленный махание пистолет дебиловатый лицо реально таковой показываться приблатненность ... как-то особо вязаться пьеса большой чистый любовь думать вообще приходиться ждать очередной глупость выкидывать кто-нибудь герой обязательный дело происходить пугать регулярность беда фильм винить режиссер момент гэтсби ),  лурманин снимать поверхностный фильм направлять очередь развлечение зритель глубина конек поэтому крайне мера трудно проникаться происходить смотреть картинка упор основной идти переживание трагедия любовь уходить задний план больший труд эмоция удаваться дорваться зритель как-то поздненько глаз замыливать невозможность интерес вовсе накал пропадать откровенно говорить лурманин смочь вытягивать самый сложный самый проникновенный наполнять донельзя неподдельный чувство пьеса шекспир удивлять необычно понравиться ... что-то говорить актерский игра хотеться сплошной кривляние буквально переигрывать складываться стойкий впечатление смаривать какой-то комедийный фарс черт шекспир разводить самодеятельность сидеть красный фильм рекомендовать просмотр смочь досматривать подобный случаться весьма редко проявлять уважение картина создатель скучный стараться осиливать данный фильм становиться неприятный исключение показатель поэтому отзыв отрицательный",negative
тепло относиться современный всякий род новаторский постановка классика фильм леонардо ди каприо современный мир шекспировский текст равный лосось мармелад гораздо удачный адаптация ромео джульетта современный момент мир вестсайдский история обыно хотеться сохранять высокий слог оригинал ставить классика хотеться показываться культовый режиссер новатор потроллить общество переписывать сценарий современный язык задумка фильм писать неплохой крайний мера школоть заинтересовываться шекспир создатель фильм отсутствовать вкус демонстрировать высокий слог уста рэпер панк гламурный киса общий троллинг толстый жирный представлять интерес,negative
"« ромео джульетта » -  просматривать экранизация одноименный произведение великий уильям шекспир ужасно обидно фильм становиться понимание киноверсия  « ромео джульетта » кой случай кинореализация классический произведение мировой кинематографический копилка пополняться стоящий фильм , ( яркий пример  - « ричард ii »  цикл  « пустой корона »  производство bbc вариант  –  ужасный невозможность неадекватный многий источник говориться фильм снимать мотив основный произведение смотреть фильм приятно обнаруживать знакомый отрывок видеть отсылка оригинал перевираться жестокий образ здешний реализация понятие  –  жуткий замена разный элемент изначальный история современный желание приближать современность непонятно позерство китч  –  одежда манера поведение символизировать образ создатель фильм пытаться показывать испорченность общество что-нибудь подобный эффект выходить рамка желаемый текст отчаянно стремиться приближать оригинал , ( случай  –  стихотворный перевод оригинал ),  вместе изображение давать жестокий давящий контрапункт бал литературный основа превращаться странный маскарад пугающий образ отуплять персонаж давать раскрываться ромео  –  рыцарь джульетта  –  ангел очевидно часть рецензия неожиданно приобретать свой негласный тема  - « образ » начинать следовать главный мужской персонаж ромео  –  тошнотворный приторный чересчур чувствительный фильм настолько опошлять зритель близкий парис пол радда оригинальный образ создавать шекспир , -  большой сила дух мужество молодой прощать мистер дикаприо характеристика некоторый персонаж фильм отводить фраза тибальт версия джон легуизамо )  –  дешевый ковбой стремление излишний пафос джульетта клэр дэйнс )  –  чистый набожный , ( думать 16 век молодой девушка комната присутствовать церковный филиал единственный грамотный новый прочтение персонаж вызывать положительный интерес , -  отец лоренцо пит постлетуэйт сплетаться популярный тенденция изображение духовенство кино  –  цинизм легкий пренебрежение церковный догма  « яркий »  эпизод заставлять написание рецензия поставлять вопросительный знак конец предложение джульетта угрожать отец лоренцо пистолет ??? самый распространять реакция произведение  –  сочувствие герой восхваление потрясать классический история любовь случай хотеться : « умирать ромео скоро »
 кто-либо планета земля смотреть  « ромео джульетта »,  шекспир неустанно вертеться гроб …",negative
